symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
ARTN	0.012720445656564227	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.14471764951031463	-0.19191867970797666	0	No data	No data	0	-1	0
NEUROD1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8876399999999997	No data	-0.48062096270056265	-0.8740993066847349	0	No data	No data	0	0.75	0.5
ZNF619	0.27581580371035225	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4536960535540399	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.08147530735569908	No data	0	No data	No data	0	-1	-1
COX6B1	0.0022065984088645587	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.24418500000000024	No data	0.31402375494894774	-0.6162600889050437	0	No data	No data	0	0.5	-1
NTF3	0.013386356043287287	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.796295	No data	-0.6720150031256511	-0.9828120204955428	0	No data	No data	0	0.5	0
CAV1	0.011452936329152038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7471899999999998	No data	0.4604084184205042	-0.9890910004190886	0	No data	No data	0	-1	0
PCBP2	0.2762092447887982	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4543432342528821	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9033149999999999	No data	-0.8521566993123567	0	-1	No data	No data	-0.5580100000000001	-1	-1
APOL1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	1	1	0	0	No data	0.7709939570743904	-0.022060910089015118	0	No data	No data	0	0.5	0
SCLY	0.3138709996502508	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5162939612261073	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0	No data	0.2965201083559075	0	0	No data	No data	0	0.5	-1
H3C3	0.009814398363293746	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	No data	No data	No data	No data	No data	No data	No data	0	No data	No data	-1	0.5	0.5
TNFSF9	0.009103573109450171	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0	No data	0.2608876849343613	0	0	No data	No data	No data	0.5	0
CYP46A1	0.015501821682608326	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0	0	1	1	0	0.7399999999999999	No data	-0.7603667430714732	No data	0	No data	No data	No data	1	0
NDUFC2	0.49346868282668904	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.7646473441565834	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.1364867680766827	0	0	No data	No data	No data	-1	-1
SLC30A3	0.022174791281082105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.45876499999999965	No data	-0.4864555115649094	-0.17077894484562928	0	No data	No data	0	0.75	0.5
SIRT1	0.04701041839175887	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	0	1	1	0	0.31057500000000005	No data	-0.4942696395082309	-0.9715639855706176	0	-1	No data	0	-1	-1
NRSN1	0.0031697632203457927	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6153849999999998	No data	0.6148155865805376	-0.2024885471391505	0	No data	No data	0	0.75	0.5
IGKV5-2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	No data	No data	No data	No data	No data	No data	0	0.5	0
GPX4	0.012452787881459534	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.1878149999999998	0	0.4285267764117524	-0.8999295966873055	-1	No data	No data	0	-1	-1
GGT5	0.0027067815919387243	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.23119399874973956	No data	0	No data	No data	0	-1	-1
GPX3	0.0013902235849650665	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.4690249999999999	No data	-0.13627839133152742	-0.759493892452249	0	No data	No data	-0.20353999999999992	0.5	-1
ENSG00000243273	0.002010608189526046	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
FCRL1	0.0033159193800264527	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.0006251302354656207	No data	0	No data	No data	0	0.75	0.5
APOB	0.008562138622337083	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	0	1	0	0	No data	-0.5461554490518858	-0.9107803606803258	0	-1	No data	No data	0.75	0.5
SP3	0.0021045519502878854	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8399500000000003	No data	-0.9446759741612836	-0.7722737357984829	0	No data	No data	0	-1	-1
CRHR1	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	1	0	1	1	0	0.8795200000000001	0	-0.24223796624296734	-0.7934801609254916	0	No data	No data	-0.20482000000000014	0.75	0.5
IL1F10	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.07894500000000022	No data	0.8695561575328192	No data	0	No data	No data	0	1	0.5
TCEAL1	0.02691403695098893	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.21383500000000027	No data	0.1928526776411752	0	0	No data	No data	0	-1	-1
IL17F	0.012754061709092804	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	0	0	0	0	No data	0.3250677224421754	0	0	No data	No data	0	0.5	1
KDM6B	0.004804538110901123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.6074249999999999	1	-0.9495728276724318	-0.8669164086623438	0	No data	No data	0	-1	-1
RAD51C	0.3695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.6081475307355699	-0.7605064940418893	-1	No data	-1	0	-1	-1
AATK	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.6245051052302564	No data	0	No data	No data	0	0.5	0
LTN1	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2723649999999999	No data	-0.6718066263804959	-0.7161803899947857	0	No data	No data	No data	-1	-1
PRKN	0.010001617620457965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.17204499999999995	No data	-0.061366951448218354	-0.8687053681675652	0	No data	No data	0	0.5	0
H3P40	0.008479804443598991	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
BCAR3	0.2727281167041603	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44861704288650583	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.2727249999999998	No data	-0.6477391123150656	-0.26869851984937604	0	No data	No data	0	-1	-1
DIO3	0.01070262194738598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7368400000000002	No data	-0.3237132735986664	-0.7499015193727678	0	-1	No data	0	0.5	0
MRPS7	0.2589867180889744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42601348559154434	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.23553500000000013	No data	0.2619295686601375	No data	0	No data	No data	0	-1	-1
NR2C2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.9161099999999998	No data	-0.8629922900604292	-0.8952895707922315	0	No data	No data	-0.06879249999999999	-1	-1
MTMR10	0.39713959239432517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6532644734475836	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6074649999999998	No data	-0.2919358199624922	No data	0	No data	No data	0	0.5	-1
KLRC2	0.009325000468305398	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.8313190247968327	0	0	No data	No data	-0.7294374999999998	0.5	0.5
AGA	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.11849500000000006	No data	0.1674307147322358	-0.8206005184877659	0	No data	No data	0	-1	-1
LINC00943	0.00269534152893061	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SNHG3	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NME9	0.3268771976128776	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.537688169273675	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.4536361742029589	No data	0	No data	No data	0	0.5	0
MGLL	0.012043237485940102	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	0	1	1	1	0.07348500000000016	1	-0.1457595332360908	-0.712913021923931	0	No data	No data	No data	-1	-1
PTGFR	0.3275776793794332	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5388404085899058	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.42897000000000035	1	-0.19024796832673474	0	0	No data	No data	0	0.5	0
N4BP2	0.003970249018913498	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	1	0	No data	-0.36934778078766406	No data	0	No data	No data	0	0.5	0
USP13	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.7914250000000003	No data	-0.19816628464263386	-0.015507592281687466	0	No data	No data	-0.0034750000000000726	0.75	-1
TGM2	0.20898468920976887	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.33783696849994316	No data	No data	No data	No data	No data	No data	1	1	1	1	1	0.20669499999999985	No data	0.3325692852677642	-0.9056782173592794	0	No data	No data	0	0.5	-1
CDK15	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	0	1	1	0	0.4827599999999997	1	0.4989581162742238	-0.3497268004554002	0	No data	No data	0	0.75	0.5
FCGR1A	0.011184923657749516	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	1	0	0	1	0	0	No data	0.21244009168576783	0	-1	No data	No data	0	0.5	0
ENG	0.008315546730405791	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	1	0	0	0	0	0	No data	-0.8398624713481976	-0.9727711094640601	0	No data	No data	0	0.5	-1
PDK4	0.009496149043981921	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.6472000000000001	No data	0.39070639716607625	-0.7053504796160489	0	-1	No data	-0.1240874999999999	0.5	-1
EPHA8	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7562199999999997	No data	-0.2438007918316316	No data	0	No data	No data	0	1	0.5
GRIK1	0.09239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	1	1	0	1	1	1	0.8735500000000002	0	-0.23275682433840383	0	0	No data	No data	-0.35721750000000013	0.75	0.5
ANO2	0.024138450572620516	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0.6092199999999999	No data	0.06261721191914993	-0.2327005891191361	0	No data	No data	0	1	0
TPSD1	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	1	1	0	No data	No data	0.8693477807876642	0	0	No data	No data	-0.5661149999999999	0.5	0
MTR	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.5573099999999996	No data	-0.34871848301729524	-0.43428573990479	0	-1	No data	0	-1	-1
HES4	0.3312380762813593	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5448614835482838	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.9791623254844759	No data	0	No data	No data	0	-1	0
CDK2	0.3494623786832633	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5742311463739955	No data	No data	No data	No data	No data	0.75	0	0	1	1	1	0.9496650000000002	1	-0.5171910814753073	-0.6865875469147836	-1	-1	No data	-0.38758499999999996	-1	-1
KCNH5	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.9038449999999998	No data	-0.571056470097937	0	0	No data	No data	-0.3269224999999999	0.5	0.5
